attrition_flag,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,credit_limit
Existing Customer,36,F,3,High School,Married,Less than $40K,Blue,3444
Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,2104
Existing Customer,49,M,3,Graduate,Married,$80K - $120K,Blue,15610
Existing Customer,44,M,4,Doctorate,Unknown,$120K +,Blue,34516
Existing Customer,32,M,1,High School,Married,Unknown,Blue,16912
Existing Customer,64,F,0,Doctorate,Married,Less than $40K,Blue,5462
Existing Customer,37,F,2,Unknown,Unknown,Less than $40K,Blue,2868
Existing Customer,31,M,1,Post-Graduate,Married,$60K - $80K,Blue,2685
Existing Customer,49,F,3,Uneducated,Divorced,$40K - $60K,Blue,5238
Existing Customer,32,F,3,High School,Married,Less than $40K,Blue,4561
Existing Customer,53,M,2,High School,Married,$120K +,Blue,13091
Existing Customer,62,F,0,Graduate,Married,Unknown,Blue,10826
Existing Customer,26,F,0,Unknown,Single,Unknown,Blue,2600
Existing Customer,49,F,5,Graduate,Divorced,Unknown,Blue,2561
Existing Customer,30,F,1,Graduate,Married,Less than $40K,Blue,7087
Existing Customer,34,M,4,Uneducated,Single,$120K +,Blue,34516
Existing Customer,41,M,1,Post-Graduate,Single,$40K - $60K,Blue,10266
Existing Customer,27,F,1,Unknown,Single,Less than $40K,Blue,1553
Existing Customer,33,F,2,Uneducated,Married,$40K - $60K,Blue,6732
Existing Customer,56,M,2,High School,Married,$120K +,Blue,12181
Existing Customer,36,M,3,High School,Married,$80K - $120K,Blue,7056
Existing Customer,35,M,1,Graduate,Single,$60K - $80K,Blue,14365
Existing Customer,27,M,0,Graduate,Married,$40K - $60K,Blue,11473
Existing Customer,46,M,1,High School,Single,$60K - $80K,Blue,23996
Existing Customer,48,M,2,Graduate,Divorced,$60K - $80K,Blue,2998
Existing Customer,54,M,1,Unknown,Single,$80K - $120K,Blue,30011
Existing Customer,38,M,1,Graduate,Married,$60K - $80K,Blue,2405
Existing Customer,36,M,1,Post-Graduate,Married,$80K - $120K,Blue,21927
Existing Customer,56,M,1,High School,Married,$80K - $120K,Blue,3906
Existing Customer,32,M,1,Doctorate,Single,$60K - $80K,Blue,10029
Existing Customer,36,M,2,Doctorate,Married,$60K - $80K,Blue,4934
Existing Customer,35,F,2,High School,Single,Less than $40K,Silver,13882
Existing Customer,26,M,0,College,Single,Unknown,Blue,2347
Existing Customer,32,M,1,High School,Married,$60K - $80K,Blue,4116
Existing Customer,56,F,2,High School,Single,$40K - $60K,Blue,13904
Existing Customer,54,M,1,Unknown,Married,$80K - $120K,Blue,32558
Existing Customer,54,M,2,Unknown,Married,$80K - $120K,Blue,12902
Existing Customer,37,F,4,Uneducated,Married,Less than $40K,Blue,2509
Existing Customer,38,F,1,Graduate,Single,Less than $40K,Blue,2484
Existing Customer,35,M,3,College,Single,$60K - $80K,Blue,2780
Existing Customer,39,M,2,Unknown,Married,$60K - $80K,Blue,5219
Existing Customer,48,M,4,Doctorate,Single,$80K - $120K,Blue,18102
Existing Customer,29,M,0,Graduate,Married,$40K - $60K,Blue,4532
Existing Customer,33,M,2,Graduate,Married,$80K - $120K,Blue,22399
Existing Customer,39,F,1,High School,Married,$40K - $60K,Blue,4489
Existing Customer,35,F,2,Graduate,Single,Unknown,Blue,10329
Existing Customer,43,F,1,Unknown,Divorced,Less than $40K,Blue,2637
Existing Customer,27,F,0,High School,Married,Less than $40K,Blue,1864
Existing Customer,52,F,2,Graduate,Single,Unknown,Blue,13276
Existing Customer,31,M,1,Graduate,Single,$40K - $60K,Blue,1935
Existing Customer,45,M,4,Graduate,Divorced,$60K - $80K,Blue,6784
Existing Customer,35,M,2,High School,Married,$60K - $80K,Blue,19127
Existing Customer,55,M,2,College,Married,$120K +,Blue,32641
Existing Customer,61,M,1,Uneducated,Married,$40K - $60K,Blue,1438.3
Existing Customer,37,F,1,Graduate,Married,Less than $40K,Blue,2417
Existing Customer,38,M,2,Unknown,Married,$80K - $120K,Blue,19259
Existing Customer,54,F,3,Unknown,Married,Less than $40K,Blue,3796
Existing Customer,40,M,5,Unknown,Unknown,$80K - $120K,Blue,4042
Existing Customer,47,M,5,College,Married,$120K +,Blue,17603
Existing Customer,55,F,2,Graduate,Married,$40K - $60K,Blue,2894
Existing Customer,37,M,5,Post-Graduate,Married,$80K - $120K,Blue,16730
Existing Customer,36,F,0,College,Single,Less than $40K,Blue,3282
Existing Customer,53,F,2,Uneducated,Married,Unknown,Blue,15815
Existing Customer,26,M,0,High School,Single,$60K - $80K,Blue,1672
Existing Customer,45,F,3,Graduate,Divorced,Less than $40K,Blue,8121
Existing Customer,36,F,2,Unknown,Married,Less than $40K,Blue,3182
Existing Customer,60,M,0,Post-Graduate,Married,$60K - $80K,Blue,3182
Attrited Customer,30,M,1,Post-Graduate,Divorced,Less than $40K,Blue,5061
Existing Customer,39,M,4,High School,Married,$60K - $80K,Blue,6224
Existing Customer,33,F,0,Unknown,Single,Unknown,Blue,2735
Existing Customer,48,F,4,College,Married,Less than $40K,Blue,2464
Existing Customer,39,M,3,Graduate,Married,$60K - $80K,Blue,3477
Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,3242
Existing Customer,47,M,1,High School,Married,$120K +,Blue,27858
Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,1438.3
Existing Customer,49,M,3,College,Single,$120K +,Blue,34516
Existing Customer,38,M,3,High School,Married,$80K - $120K,Blue,6361
Existing Customer,30,M,0,Graduate,Married,Less than $40K,Blue,2490
Existing Customer,53,M,3,High School,Married,$120K +,Blue,14057
Existing Customer,49,M,2,Unknown,Single,$60K - $80K,Blue,2461
Existing Customer,35,M,2,Uneducated,Single,$60K - $80K,Blue,7766
Existing Customer,40,M,3,Uneducated,Single,$40K - $60K,Silver,21308
Existing Customer,30,M,0,High School,Married,$60K - $80K,Blue,4516
Existing Customer,42,F,3,College,Single,$40K - $60K,Blue,5424
Existing Customer,62,F,0,Graduate,Married,Less than $40K,Blue,1764
Attrited Customer,50,F,1,Post-Graduate,Single,$40K - $60K,Blue,1493
Existing Customer,56,M,3,College,Married,$120K +,Blue,17539
Existing Customer,45,M,3,Graduate,Married,$80K - $120K,Silver,34516
Existing Customer,35,F,3,Uneducated,Married,Less than $40K,Blue,2149
Existing Customer,57,F,2,Graduate,Married,Less than $40K,Blue,6256
Existing Customer,33,F,2,High School,Single,Unknown,Blue,11922
Attrited Customer,43,F,3,Graduate,Single,Less than $40K,Blue,4075
Existing Customer,53,M,3,Graduate,Married,$80K - $120K,Blue,7290
Existing Customer,50,M,2,College,Single,$60K - $80K,Blue,5965
Existing Customer,30,M,0,High School,Married,$120K +,Blue,9007
Existing Customer,37,F,3,Graduate,Single,Less than $40K,Blue,6077
Existing Customer,37,M,2,Doctorate,Married,$40K - $60K,Blue,1808
Existing Customer,45,M,3,Graduate,Single,$80K - $120K,Blue,12810
Attrited Customer,58,M,0,Unknown,Single,$40K - $60K,Blue,3421
Existing Customer,63,F,0,College,Married,$40K - $60K,Blue,3118
Existing Customer,43,M,1,Graduate,Single,$60K - $80K,Blue,20013
Existing Customer,26,F,0,Unknown,Single,Unknown,Blue,4395
Existing Customer,37,F,1,Unknown,Single,Less than $40K,Blue,9661
Existing Customer,53,M,4,Graduate,Married,$60K - $80K,Blue,1973
Existing Customer,55,M,3,Unknown,Married,$120K +,Blue,9926
Existing Customer,36,M,3,High School,Married,$60K - $80K,Blue,4108
Existing Customer,51,M,3,High School,Single,$120K +,Blue,20741
Existing Customer,36,M,4,Graduate,Single,$80K - $120K,Blue,16335
Existing Customer,35,F,1,High School,Married,Unknown,Blue,4588
Existing Customer,34,F,2,Graduate,Single,Less than $40K,Blue,5712
Existing Customer,57,M,0,Doctorate,Married,$60K - $80K,Blue,5335
Attrited Customer,54,F,3,College,Single,Unknown,Blue,13184
Existing Customer,29,M,0,Uneducated,Married,$60K - $80K,Blue,8592
Existing Customer,37,F,3,Post-Graduate,Married,Less than $40K,Blue,1910
Existing Customer,53,F,2,College,Single,Less than $40K,Blue,6210
Existing Customer,36,M,3,College,Married,$40K - $60K,Blue,2220
Existing Customer,49,M,5,Unknown,Single,$40K - $60K,Silver,20756
Existing Customer,64,F,0,Unknown,Married,$40K - $60K,Blue,2895
Existing Customer,53,M,3,Graduate,Married,$60K - $80K,Blue,3539
Existing Customer,52,M,1,Graduate,Married,$120K +,Blue,9274
Existing Customer,35,F,3,Uneducated,Married,Less than $40K,Blue,3187
Attrited Customer,37,F,3,Graduate,Single,Less than $40K,Blue,2802
Existing Customer,50,M,0,Uneducated,Married,$60K - $80K,Blue,2334
Existing Customer,65,F,0,Graduate,Single,Less than $40K,Blue,1438.3
Existing Customer,53,F,2,Unknown,Married,Less than $40K,Blue,3519
Existing Customer,53,M,1,Unknown,Married,$120K +,Blue,3088
Existing Customer,40,M,3,Graduate,Married,$80K - $120K,Silver,34516
Existing Customer,39,M,4,High School,Married,$60K - $80K,Blue,11906
Existing Customer,53,F,3,High School,Married,Unknown,Blue,11098
Existing Customer,36,M,3,Uneducated,Married,$60K - $80K,Blue,2224
Existing Customer,35,F,2,Graduate,Married,$40K - $60K,Blue,3454
Existing Customer,37,F,2,High School,Single,Less than $40K,Blue,5723
Existing Customer,36,F,1,Unknown,Single,Less than $40K,Blue,9239
Existing Customer,39,M,2,College,Single,$80K - $120K,Blue,4061
Existing Customer,65,M,1,College,Married,Less than $40K,Blue,4189
Existing Customer,45,F,1,Unknown,Married,Less than $40K,Blue,6373
Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue,2228
Attrited Customer,36,F,4,Graduate,Married,Less than $40K,Blue,3261
Existing Customer,40,F,4,Graduate,Married,Less than $40K,Blue,8014
Existing Customer,35,F,2,College,Married,$40K - $60K,Blue,10980
Existing Customer,54,M,3,Post-Graduate,Married,$120K +,Blue,3092
Existing Customer,40,M,4,Graduate,Single,$80K - $120K,Blue,14315
Existing Customer,59,M,0,Uneducated,Single,$40K - $60K,Blue,1648
Attrited Customer,26,F,0,High School,Single,$40K - $60K,Blue,1730
Existing Customer,46,M,2,High School,Married,$60K - $80K,Blue,13768
Existing Customer,29,F,1,Graduate,Married,Unknown,Blue,1709
Existing Customer,38,M,3,Graduate,Single,$40K - $60K,Blue,1705
Existing Customer,31,M,0,Graduate,Divorced,$60K - $80K,Blue,8673
Existing Customer,35,M,1,High School,Married,$60K - $80K,Blue,6391
Existing Customer,56,M,2,Uneducated,Married,$80K - $120K,Blue,11102
Existing Customer,34,M,3,College,Married,$80K - $120K,Blue,24765
Existing Customer,42,M,4,Doctorate,Married,$80K - $120K,Blue,31864
Existing Customer,29,M,1,College,Single,$60K - $80K,Blue,5346
Existing Customer,32,M,0,Graduate,Single,$40K - $60K,Blue,2801
Existing Customer,37,F,2,High School,Married,Less than $40K,Blue,3148
Existing Customer,36,F,3,Unknown,Married,Less than $40K,Blue,2786
Existing Customer,37,M,3,Unknown,Married,$60K - $80K,Blue,11894
Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,7535
Attrited Customer,52,M,2,High School,Married,$60K - $80K,Silver,33180
Existing Customer,62,F,2,Graduate,Married,Less than $40K,Blue,2986
Existing Customer,35,F,2,Graduate,Married,Unknown,Blue,6729
Existing Customer,36,M,1,Graduate,Single,$60K - $80K,Blue,2601
Existing Customer,54,M,3,College,Married,$80K - $120K,Blue,3380
Existing Customer,27,M,1,High School,Single,$60K - $80K,Blue,2730
Attrited Customer,26,M,0,High School,Single,$40K - $60K,Blue,3324
Existing Customer,56,F,2,Graduate,Married,Less than $40K,Blue,2665
Existing Customer,60,F,1,Graduate,Married,$40K - $60K,Blue,5015
Existing Customer,54,M,4,Graduate,Married,$60K - $80K,Blue,6905
Existing Customer,48,M,3,Unknown,Married,$80K - $120K,Blue,5848
Existing Customer,33,M,1,College,Single,$80K - $120K,Blue,19136
Existing Customer,64,F,0,Unknown,Married,Less than $40K,Blue,3500
Existing Customer,35,M,2,Graduate,Married,$60K - $80K,Blue,7453
Existing Customer,54,F,2,Unknown,Married,Less than $40K,Blue,6266
Existing Customer,29,F,1,College,Single,Less than $40K,Blue,4945
Attrited Customer,33,M,2,Graduate,Married,$120K +,Blue,27992
Existing Customer,34,M,1,Graduate,Married,$40K - $60K,Blue,3735
Existing Customer,48,M,3,Graduate,Unknown,$60K - $80K,Blue,6703
Existing Customer,38,M,3,High School,Single,$80K - $120K,Blue,6162
Existing Customer,42,M,3,High School,Single,$60K - $80K,Blue,3337
Existing Customer,55,M,3,Graduate,Married,$40K - $60K,Blue,2205
Existing Customer,62,M,1,High School,Married,$40K - $60K,Blue,4450
Existing Customer,33,F,0,Unknown,Married,Less than $40K,Blue,1438.3
Existing Customer,38,M,2,Unknown,Married,$80K - $120K,Blue,2172
Existing Customer,39,M,1,Uneducated,Married,$40K - $60K,Blue,4323
Existing Customer,56,M,1,College,Married,$80K - $120K,Blue,4145
Existing Customer,36,M,1,Graduate,Married,Less than $40K,Blue,2032
Existing Customer,29,M,1,College,Single,$80K - $120K,Blue,7010
Existing Customer,57,M,3,High School,Married,$120K +,Blue,3205
Existing Customer,55,F,3,Post-Graduate,Married,Unknown,Blue,16547
Existing Customer,51,F,2,Graduate,Married,$40K - $60K,Blue,5930
Existing Customer,57,F,3,College,Single,Unknown,Blue,7469
Existing Customer,56,F,3,Graduate,Married,Less than $40K,Blue,2235
Existing Customer,26,M,0,College,Single,$40K - $60K,Blue,2047
Existing Customer,36,F,4,Uneducated,Single,Unknown,Silver,34516
Existing Customer,53,F,3,Graduate,Married,$40K - $60K,Blue,2636
Existing Customer,41,M,3,Graduate,Married,$40K - $60K,Blue,6425
Existing Customer,26,F,0,Post-Graduate,Single,Less than $40K,Blue,2902
Existing Customer,51,F,1,College,Divorced,Less than $40K,Blue,4002
Existing Customer,34,M,0,Graduate,Married,$60K - $80K,Blue,5175
Existing Customer,65,F,1,Unknown,Single,$40K - $60K,Blue,4599
Existing Customer,52,M,2,High School,Married,$80K - $120K,Blue,31258
Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue,2683
Attrited Customer,37,M,3,College,Married,$80K - $120K,Blue,11638
Existing Customer,40,F,3,Graduate,Married,Unknown,Blue,1829
Existing Customer,55,M,0,Doctorate,Married,$80K - $120K,Blue,8276
Existing Customer,45,M,4,High School,Unknown,$80K - $120K,Blue,23539
Existing Customer,37,F,2,High School,Married,Less than $40K,Blue,2352
Existing Customer,30,M,1,Graduate,Single,$60K - $80K,Blue,11371
Existing Customer,55,F,1,Unknown,Married,Less than $40K,Blue,2857
Existing Customer,36,M,2,Graduate,Single,$80K - $120K,Silver,34516
Existing Customer,39,M,1,Graduate,Married,$40K - $60K,Blue,6690
Existing Customer,34,M,2,Graduate,Single,Less than $40K,Blue,4439
Existing Customer,47,M,3,High School,Single,$60K - $80K,Blue,5344
Existing Customer,42,M,3,High School,Divorced,$80K - $120K,Blue,27310
Existing Customer,61,M,1,Graduate,Married,$40K - $60K,Blue,2531
Existing Customer,31,M,1,College,Single,$40K - $60K,Blue,9096
Attrited Customer,40,M,3,College,Single,$80K - $120K,Silver,34516
Existing Customer,42,F,3,Graduate,Unknown,Less than $40K,Blue,7169
Existing Customer,54,F,0,Graduate,Married,Less than $40K,Blue,5399
Existing Customer,52,F,3,Unknown,Married,Less than $40K,Blue,2280
Existing Customer,31,F,0,Graduate,Married,Less than $40K,Blue,6315
Existing Customer,43,M,3,Unknown,Married,$40K - $60K,Blue,4402
Existing Customer,49,M,2,Unknown,Married,$120K +,Blue,27732
Existing Customer,45,F,2,Graduate,Unknown,$40K - $60K,Blue,4947
Existing Customer,38,M,1,Graduate,Married,$80K - $120K,Blue,3946
Existing Customer,57,M,2,Uneducated,Single,$40K - $60K,Blue,12291
Existing Customer,63,F,2,Graduate,Married,$40K - $60K,Blue,3067
Existing Customer,42,F,4,Post-Graduate,Single,Less than $40K,Blue,1438.3
Existing Customer,61,F,1,Doctorate,Married,$40K - $60K,Blue,8633
Existing Customer,37,M,2,Unknown,Single,$40K - $60K,Blue,2394
Attrited Customer,61,M,2,Graduate,Married,$120K +,Blue,11374
Existing Customer,35,M,3,College,Married,$60K - $80K,Blue,6921
Existing Customer,57,M,0,Graduate,Married,$80K - $120K,Blue,2564
Existing Customer,64,M,1,Unknown,Married,Less than $40K,Blue,2720
Existing Customer,39,F,2,Doctorate,Married,Unknown,Blue,9843
Existing Customer,28,F,0,Unknown,Single,Unknown,Blue,21691
Existing Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,1826
Existing Customer,39,M,1,Unknown,Married,$60K - $80K,Blue,5746
Existing Customer,35,F,3,Graduate,Married,Less than $40K,Blue,2926
Existing Customer,47,F,5,High School,Married,$40K - $60K,Blue,7061
Existing Customer,47,M,4,Unknown,Married,$80K - $120K,Blue,5589
Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,9620
Existing Customer,26,F,1,High School,Single,Less than $40K,Blue,2539
Existing Customer,37,F,3,Graduate,Single,Unknown,Blue,3642
Existing Customer,57,M,2,Graduate,Single,Less than $40K,Blue,3451
Existing Customer,38,F,0,Unknown,Married,Less than $40K,Blue,1841
Existing Customer,39,M,1,Graduate,Married,$120K +,Blue,5764
Existing Customer,35,M,2,Uneducated,Single,$60K - $80K,Blue,18278
Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,16059
Existing Customer,56,M,2,Unknown,Married,$60K - $80K,Blue,5887
Existing Customer,36,M,3,Uneducated,Married,$40K - $60K,Blue,3152
Attrited Customer,39,M,1,College,Divorced,$80K - $120K,Blue,12464
Existing Customer,58,F,1,Uneducated,Married,Unknown,Blue,4784
Existing Customer,28,M,1,High School,Single,Less than $40K,Blue,1950
Existing Customer,65,F,0,Graduate,Single,Less than $40K,Blue,7478
Existing Customer,26,F,0,Uneducated,Single,Less than $40K,Blue,1438.3
Existing Customer,28,M,0,Graduate,Single,Less than $40K,Blue,1707
Existing Customer,30,F,1,Uneducated,Married,Unknown,Blue,4016
Existing Customer,31,F,0,Uneducated,Married,Less than $40K,Blue,2370
Existing Customer,57,M,3,Post-Graduate,Married,$60K - $80K,Blue,3478
Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,1539
Attrited Customer,26,F,0,Uneducated,Single,Less than $40K,Blue,1438.3
Existing Customer,39,F,2,High School,Single,$40K - $60K,Blue,3142
Existing Customer,35,M,0,Unknown,Single,$60K - $80K,Blue,17236
Existing Customer,52,F,2,Uneducated,Married,$40K - $60K,Blue,1438.3
Existing Customer,33,M,1,Graduate,Single,$80K - $120K,Blue,13206
Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,2480
Existing Customer,30,F,0,Unknown,Married,Less than $40K,Blue,2898
Existing Customer,59,M,0,Unknown,Married,Less than $40K,Blue,1570
Existing Customer,65,F,0,Graduate,Married,Less than $40K,Blue,4460
Existing Customer,33,F,2,Uneducated,Married,Less than $40K,Blue,1544
Existing Customer,52,F,2,High School,Married,Unknown,Blue,3456
Existing Customer,26,F,1,College,Single,Unknown,Blue,2751
Existing Customer,52,M,4,High School,Married,$60K - $80K,Blue,4153
Existing Customer,37,F,3,Graduate,Single,Less than $40K,Blue,3685
Existing Customer,56,M,2,Graduate,Married,$120K +,Blue,8902
Existing Customer,35,M,2,Uneducated,Married,$120K +,Blue,2944
Existing Customer,58,F,0,Graduate,Married,Less than $40K,Blue,2232
Existing Customer,34,F,3,Unknown,Married,$40K - $60K,Blue,1569
Existing Customer,37,M,3,Uneducated,Single,$80K - $120K,Blue,23622
Existing Customer,53,M,3,Uneducated,Married,$40K - $60K,Blue,3326
Existing Customer,38,M,2,Uneducated,Married,$40K - $60K,Blue,6116
Existing Customer,38,M,1,Uneducated,Married,$80K - $120K,Blue,11352
Existing Customer,28,F,0,Unknown,Single,Less than $40K,Silver,14910
Existing Customer,39,F,0,High School,Single,Unknown,Blue,17531
Existing Customer,43,F,3,Uneducated,Single,Less than $40K,Blue,4138
Existing Customer,36,M,2,College,Single,$80K - $120K,Blue,8374
Existing Customer,38,F,2,Uneducated,Married,Less than $40K,Blue,7049
Existing Customer,37,M,1,Graduate,Single,$40K - $60K,Blue,3851
Existing Customer,37,M,4,College,Single,$60K - $80K,Blue,15936
Existing Customer,29,F,0,Uneducated,Divorced,Less than $40K,Blue,2926
Existing Customer,51,M,3,High School,Married,$60K - $80K,Blue,10305
Existing Customer,54,M,1,College,Married,$60K - $80K,Blue,2987
Existing Customer,35,M,0,High School,Single,$80K - $120K,Gold,34516
Existing Customer,38,F,2,College,Married,$40K - $60K,Blue,6275
Existing Customer,33,F,2,High School,Married,Less than $40K,Blue,7185
Existing Customer,45,F,1,Uneducated,Single,Less than $40K,Blue,3281
Existing Customer,61,M,0,Graduate,Married,$40K - $60K,Blue,3077
Existing Customer,33,F,3,Uneducated,Married,Less than $40K,Blue,2042
Existing Customer,55,M,4,High School,Single,$60K - $80K,Blue,2001
Existing Customer,34,F,2,Graduate,Single,Less than $40K,Blue,3625
Existing Customer,58,M,4,High School,Married,$40K - $60K,Blue,7803
Existing Customer,38,F,4,Graduate,Married,Less than $40K,Blue,5951
Attrited Customer,59,M,1,College,Married,$120K +,Blue,15796
Existing Customer,57,M,4,Unknown,Single,$80K - $120K,Blue,7558
Existing Customer,55,M,1,High School,Married,$60K - $80K,Blue,5381
Existing Customer,63,M,0,Graduate,Married,$60K - $80K,Blue,3556
Existing Customer,60,M,1,High School,Married,Less than $40K,Blue,2661
Existing Customer,53,F,2,Uneducated,Married,Less than $40K,Blue,3506
Existing Customer,35,M,3,High School,Married,$60K - $80K,Blue,2066
Existing Customer,53,M,1,Unknown,Married,$120K +,Blue,8329
Existing Customer,58,M,2,Graduate,Married,Less than $40K,Blue,2774
Existing Customer,33,F,1,Post-Graduate,Married,Unknown,Blue,4134
Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,11329
Existing Customer,59,M,1,Doctorate,Single,$60K - $80K,Blue,9055
Existing Customer,37,M,1,High School,Married,$120K +,Blue,17393
Existing Customer,50,F,4,High School,Divorced,Less than $40K,Blue,5908
Existing Customer,35,F,2,Uneducated,Married,Less than $40K,Blue,5825
Existing Customer,28,M,0,Post-Graduate,Married,$40K - $60K,Blue,3665
Existing Customer,37,M,3,Uneducated,Married,$80K - $120K,Blue,3797
Existing Customer,39,M,3,Graduate,Married,$40K - $60K,Blue,3478
Existing Customer,31,M,1,Post-Graduate,Single,$40K - $60K,Blue,13734
Existing Customer,37,M,3,Graduate,Married,$60K - $80K,Blue,3034
Existing Customer,39,M,4,Graduate,Married,Less than $40K,Blue,2973
Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,24296
Existing Customer,35,M,3,Graduate,Single,$40K - $60K,Blue,8969
Existing Customer,30,M,0,Graduate,Married,Less than $40K,Blue,2550
Attrited Customer,48,F,3,Post-Graduate,Married,Less than $40K,Silver,10357
Existing Customer,33,F,2,Uneducated,Unknown,Less than $40K,Blue,1475
Existing Customer,47,M,3,Unknown,Single,$40K - $60K,Blue,5154
Existing Customer,37,F,2,High School,Single,Less than $40K,Blue,3586
Existing Customer,38,M,3,Unknown,Married,$60K - $80K,Blue,4646
Existing Customer,39,M,3,College,Single,$40K - $60K,Blue,1640
Existing Customer,34,M,2,Unknown,Married,$60K - $80K,Blue,2379
Existing Customer,65,M,0,Graduate,Single,Less than $40K,Blue,3422
Existing Customer,43,M,3,Graduate,Unknown,$60K - $80K,Blue,4365
Attrited Customer,38,M,2,Uneducated,Single,$80K - $120K,Blue,32938
Existing Customer,48,M,4,Post-Graduate,Unknown,$40K - $60K,Blue,6710
Existing Customer,38,M,1,Graduate,Married,$60K - $80K,Blue,2507
Attrited Customer,65,F,0,Graduate,Divorced,Less than $40K,Blue,6184
Existing Customer,36,F,2,Unknown,Married,Less than $40K,Blue,2029
Existing Customer,35,M,3,Graduate,Single,$40K - $60K,Silver,16659
Existing Customer,58,F,1,Graduate,Married,Less than $40K,Blue,2203
Existing Customer,54,F,3,High School,Married,Unknown,Blue,5122
Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,3074
Existing Customer,38,M,3,Post-Graduate,Married,$60K - $80K,Blue,2584
Existing Customer,31,M,1,Unknown,Single,$40K - $60K,Blue,2037
Existing Customer,34,M,1,Graduate,Married,$120K +,Blue,14938
Existing Customer,38,M,3,Unknown,Married,$60K - $80K,Blue,2014
Attrited Customer,39,M,2,High School,Single,$60K - $80K,Blue,1818
Existing Customer,37,M,2,Graduate,Single,$80K - $120K,Blue,14926
Existing Customer,51,F,1,High School,Single,Less than $40K,Blue,2827
Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,2773
Existing Customer,53,M,0,Graduate,Married,$80K - $120K,Blue,16033
Existing Customer,65,M,1,Graduate,Married,Less than $40K,Blue,3213
Existing Customer,33,F,3,High School,Divorced,Less than $40K,Blue,3616
Existing Customer,37,M,3,Doctorate,Single,$60K - $80K,Blue,5924
Existing Customer,47,M,4,Graduate,Married,$40K - $60K,Blue,14535
Existing Customer,59,F,0,High School,Married,Less than $40K,Blue,2833
Existing Customer,59,F,0,Post-Graduate,Married,Less than $40K,Blue,1479
Existing Customer,34,F,3,Post-Graduate,Single,Unknown,Blue,1617
Existing Customer,26,M,0,Uneducated,Single,Less than $40K,Blue,2237
Existing Customer,45,M,4,College,Single,$120K +,Blue,2900
Existing Customer,54,F,2,Graduate,Married,Unknown,Blue,13126
Existing Customer,52,M,2,Post-Graduate,Single,$80K - $120K,Blue,8695
Existing Customer,47,M,3,High School,Married,$40K - $60K,Blue,6692
Existing Customer,57,F,4,Unknown,Married,Less than $40K,Blue,2159
Existing Customer,34,M,5,Graduate,Married,$60K - $80K,Blue,2501
Existing Customer,36,M,0,College,Married,$80K - $120K,Blue,6338
Attrited Customer,36,F,0,Uneducated,Divorced,$40K - $60K,Blue,2190
Existing Customer,57,F,3,Uneducated,Married,$40K - $60K,Blue,7578
Existing Customer,29,M,1,Post-Graduate,Married,Less than $40K,Blue,2963
Existing Customer,37,M,3,Graduate,Married,$80K - $120K,Blue,8260
Attrited Customer,46,F,2,Graduate,Single,Less than $40K,Blue,8309
Existing Customer,55,M,0,High School,Married,$80K - $120K,Blue,3864
Existing Customer,56,M,3,Graduate,Married,$80K - $120K,Blue,10230
Attrited Customer,32,M,0,High School,Married,$120K +,Blue,22382
Existing Customer,39,M,4,Uneducated,Married,$120K +,Blue,25790
Existing Customer,63,F,1,Graduate,Married,Less than $40K,Blue,2675
Existing Customer,49,F,3,Unknown,Divorced,Less than $40K,Blue,1652
Existing Customer,38,M,2,High School,Married,$60K - $80K,Blue,5815
Existing Customer,60,M,0,Uneducated,Married,Less than $40K,Blue,2595
Existing Customer,38,M,3,Uneducated,Married,$60K - $80K,Blue,3421
Existing Customer,63,M,2,High School,Married,$80K - $120K,Blue,6922
Existing Customer,43,F,2,College,Married,Less than $40K,Blue,6979
Existing Customer,39,F,2,Graduate,Married,Less than $40K,Blue,2594
Existing Customer,35,F,4,High School,Single,Unknown,Blue,16915
Attrited Customer,45,M,2,College,Divorced,$80K - $120K,Blue,34516
Existing Customer,35,F,1,Graduate,Married,$40K - $60K,Blue,2523
Attrited Customer,48,F,3,Graduate,Married,$40K - $60K,Blue,6235
Existing Customer,26,M,1,High School,Single,$40K - $60K,Blue,1473
Existing Customer,36,M,3,College,Married,$120K +,Blue,17116
Existing Customer,37,M,2,College,Married,$80K - $120K,Blue,4631
Existing Customer,39,M,2,Unknown,Married,$60K - $80K,Blue,3047
Existing Customer,49,M,4,High School,Divorced,$80K - $120K,Blue,32338
Existing Customer,56,M,3,Uneducated,Married,$60K - $80K,Blue,2253
Existing Customer,45,M,2,College,Married,$60K - $80K,Blue,16611
Existing Customer,34,M,2,High School,Single,Unknown,Blue,22886
